PR Number,Title,Author,State,Created At,Closed At,Merged,Additions,Deletions,Changed Files,Total Lines Changed
4839,ENH: Save on click as Mouse default,TEParsons,closed,2022-05-17T08:59:02Z,2022-05-26T14:45:35Z,TRUE,1,1,1,2
4838,RF: Rename Session.http to Session.session,TEParsons,closed,2022-05-13T14:57:09Z,2022-05-19T10:56:37Z,TRUE,8,8,1,16
4837,NF: Interface for interfacing with PIP from within PsychoPy,TEParsons,closed,2022-05-12T16:30:59Z,2022-06-24T15:17:09Z,FALSE,79,0,4,79
4836,"ENH: Add autoDraw to Textbox and text, fixes #1521",TEParsons,closed,2022-05-12T13:56:03Z,2022-05-13T14:15:19Z,TRUE,8,4,2,12
4835,"TEST: Mark TestLoops tests as needing sound, fixes #1243",TEParsons,closed,2022-05-12T13:45:23Z,2022-05-26T14:47:41Z,FALSE,2,1,1,3
4834,BF: Use Path.glob to search for readme as glob.glob can't handle some valid chars,TEParsons,closed,2022-05-12T11:09:59Z,2022-05-19T10:55:18Z,TRUE,6,7,1,13
4833,BF: Add placeholder corr value for JoyButtons like Keyboard has,TEParsons,closed,2022-05-12T10:51:46Z,2022-05-13T14:26:27Z,TRUE,11,0,2,11
4832,BF: Standalone routines were missing a copy method,TEParsons,closed,2022-05-11T15:47:36Z,2022-05-13T14:27:51Z,TRUE,8,0,1,8
4830,Support for Minolta CS-100A photometer,davidhildebrand,closed,2022-05-10T18:43:36Z,2022-05-13T14:31:39Z,TRUE,265,2,3,267
4827,NF: Camera component boilerplate,TEParsons,closed,2022-05-09T15:55:17Z,2022-05-27T14:19:59Z,TRUE,268,108,11,376
4826,"BF: Handle more use cases when getting username in pavlovia interface, fixes #4818",TEParsons,closed,2022-05-09T11:39:37Z,2022-05-20T14:19:09Z,FALSE,16,12,1,28
4825,"BF: After setting vertices, mark as needing update, fixes #4824",TEParsons,closed,2022-05-09T11:21:15Z,2022-05-20T15:18:44Z,TRUE,28,6,6,34
4823,ENH: Generate a random participant id and supply it as default to expInfo participant field,TEParsons,closed,2022-05-06T15:21:06Z,2022-06-08T12:08:42Z,FALSE,572,234,55,806
4822,"BF: When removing a static component, we need to remove references to it",TEParsons,closed,2022-05-06T13:35:29Z,2022-05-13T14:45:37Z,TRUE,9,0,1,9
4821,BF: ShapeStim was not setting opacity when opacity is 0,TEParsons,closed,2022-05-06T12:54:47Z,2022-05-13T14:44:29Z,TRUE,1,1,1,2
4820,"RF: Rather than wrapping serial, use it directly so users can learn from boilerplate",TEParsons,closed,2022-05-06T09:08:55Z,2022-05-06T10:45:32Z,TRUE,21,78,3,99
4816,NF: Serial port component,TEParsons,closed,2022-05-05T11:28:23Z,2022-05-05T15:09:06Z,TRUE,253,3,22,256
4815,RF: Make emotiv record a standalone routine,TEParsons,closed,2022-05-04T13:04:40Z,2022-06-08T12:08:29Z,FALSE,81,2,9,83
4814,NF: Add prefs option to scale icons and text,TEParsons,closed,2022-05-03T14:54:02Z,2022-06-24T15:17:03Z,FALSE,262,69,15,331
4991,BF: Fixed path appending in `getComponents`,mdcutone,closed,2022-06-29T20:08:00Z,2022-07-11T14:17:29Z,TRUE,203,21997,75,22200
4990,BF: keyboard.Keyboard iohub backend getKeys bug,isolver,closed,2022-06-29T17:32:24Z,2022-06-29T19:31:41Z,TRUE,16,11,1,27
4989,BF: iohub keyboard.Keyboard backend getKeys(waitReleasee=False),isolver,closed,2022-06-29T17:30:48Z,2022-06-29T17:31:12Z,FALSE,216,22006,75,22222
4988,NF: PIP interface,mdcutone,closed,2022-06-29T17:22:54Z,2022-09-01T14:59:23Z,FALSE,95,0,4,95
4987,BF: Only return key press events when `waitRelease=False`,mdcutone,closed,2022-06-29T15:54:56Z,2022-06-29T16:55:33Z,FALSE,21,14,1,35
4986,PKG: version bump for 2022.2.1,peircej,closed,2022-06-29T11:19:57Z,2022-06-29T14:02:12Z,TRUE,23,5,4,28
4985,DOCS: Fixes to styling (of the bullet lists),peircej,closed,2022-06-28T14:08:21Z,2022-06-28T16:28:01Z,TRUE,73,21959,62,22032
4984,"NF: Allow image size to be set as (x, None) or (None, y) to maintain aspect ratio",TEParsons,closed,2022-06-28T13:25:11Z,2022-07-11T14:39:31Z,TRUE,106,2,7,108
4983,TEST: Add test that use version is writing correctly,TEParsons,closed,2022-06-28T10:25:02Z,2022-07-11T14:40:26Z,TRUE,56,1,1,57
4982,FF/NF: Seeking support for `MovieStim`,mdcutone,closed,2022-06-27T21:02:07Z,2022-07-25T09:54:44Z,TRUE,279,98,3,377
4981,DOCS: Added missing serial port component images,kimDundas,closed,2022-06-27T15:36:24Z,2022-06-28T08:31:27Z,TRUE,60,0,6,60
4980,BF/ENH: Add button to Pavlovia project dlg to update info,TEParsons,closed,2022-06-27T12:09:34Z,2022-06-27T15:12:38Z,TRUE,47,12,1,59
4979,BF: Recreate components on copy rather than pickle,TEParsons,closed,2022-06-27T11:50:47Z,2022-06-27T15:09:39Z,TRUE,37,9,2,46
4976,BF: Set markerPos AFTER rating when resetting slider,TEParsons,closed,2022-06-24T15:02:06Z,2022-06-27T10:19:18Z,TRUE,1,1,1,2
4975,BF: Fix tab traversal on param controls,TEParsons,closed,2022-06-24T12:53:34Z,2022-06-27T15:04:07Z,TRUE,1,1,1,2
4974,Merge packaging of 2022.2.0,peircej,closed,2022-06-24T11:23:53Z,2022-06-24T13:19:32Z,TRUE,2,8,3,10
4973,Merge 2022.2 dev stream into release,peircej,closed,2022-06-24T11:23:19Z,2022-06-24T13:19:47Z,TRUE,13570,4417,443,17987
4972,FF: Fix performance drop with growing text buffer size in Coder shell,mdcutone,closed,2022-06-23T17:29:50Z,2022-06-27T15:19:49Z,TRUE,41,29,1,70
4971,BF: Fixes to 3D rendering,mdcutone,closed,2022-06-23T15:47:15Z,2022-07-25T09:54:58Z,TRUE,700,224,5,924
4970,DOCS: include docs on shelf,RebeccaHirst,closed,2022-06-23T10:32:44Z,2022-06-23T10:50:52Z,TRUE,170,10,4,180
4969,FF: Various UI bugs,mdcutone,closed,2022-06-22T19:17:29Z,2022-06-23T10:49:43Z,TRUE,45,27,3,72
4968,build(deps): removed redundant version constraints,ErikBjare,closed,2022-06-22T18:04:39Z,2022-06-23T11:33:31Z,TRUE,5,6,1,11
4967,BF: Allow project to be identified via local root in knownProjects,TEParsons,closed,2022-06-22T14:41:14Z,2022-06-23T10:58:23Z,TRUE,6,0,1,6
4966,BF: Detect & handle bare remote when creating project,TEParsons,closed,2022-06-22T10:56:37Z,2022-06-23T11:04:40Z,TRUE,15,2,1,17
4965,Merge release/dev/packaging,peircej,closed,2022-06-22T10:15:16Z,2022-06-23T11:38:14Z,TRUE,4,4,4,8
4964,Dev camera status,TEParsons,closed,2022-06-22T10:13:21Z,2022-06-23T10:12:48Z,FALSE,420,113,4,533
4963,FF/NF: Multi-threaded camera for realtime video recording,mdcutone,closed,2022-06-22T01:21:01Z,2022-06-23T10:57:12Z,TRUE,477,93,4,570
4962,FF: Make `MovieStim` stream reader threads daemonic,mdcutone,closed,2022-06-21T16:54:07Z,2022-06-23T10:48:58Z,TRUE,45,29,1,74
4961,"NF: Add ""live choice"" ctrl and use it to control frame rate & resolution ",TEParsons,closed,2022-06-21T14:26:20Z,2022-06-24T15:17:26Z,FALSE,286,19,3,305
4960,BF: Apply flip before anchor,TEParsons,closed,2022-06-21T12:15:40Z,2022-06-21T15:58:44Z,TRUE,29,2,4,31
4959,"DOCS: Updated hardware index, added serial port component images, added serial port to components docs, added link to fNIRS instructions to hardware index.",kimDundas,closed,2022-06-21T11:47:44Z,2022-06-21T15:59:34Z,TRUE,53,6,2,59
4958,"NF: Add ""live choice"" ctrl and use it to control frame rate & resolution",TEParsons,closed,2022-06-21T10:25:57Z,2022-06-21T14:25:43Z,FALSE,276,20,4,296
4957,Fix setting color has no effect,jakobchwastek,closed,2022-06-20T22:19:07Z,2022-10-14T14:00:18Z,TRUE,4,0,1,4
4954,FF: Improve camera performance and support,mdcutone,closed,2022-06-19T17:49:35Z,2022-06-21T15:59:09Z,TRUE,1029,399,6,1428
4953,Small fixes for release,peircej,closed,2022-06-18T11:36:39Z,2022-06-18T12:18:23Z,TRUE,50,4,5,54
4952,FF: a trialClock.reset() was accidentally removed from JS code instead of Py,peircej,closed,2022-06-17T15:21:06Z,2022-06-17T15:28:26Z,TRUE,1,0,1,1
4951,"BF: Importing moviepy.editor breaks Mouse, so import required classes directly",TEParsons,closed,2022-06-17T13:13:39Z,2022-06-17T13:18:24Z,TRUE,5,1,1,6
4950,BF: Make resolution and framerate settable locally,TEParsons,closed,2022-06-17T11:45:21Z,2022-06-20T12:44:03Z,FALSE,15,14,1,29
4949,"BF: Delete temp dir if is *does* exist, not if it *doesn't*",TEParsons,closed,2022-06-17T10:00:59Z,2022-06-17T10:26:22Z,TRUE,1,1,1,2
4948,"BF: If frameRate and frameSize are None, substitute some reasonable values",TEParsons,closed,2022-06-17T09:29:25Z,2022-06-17T09:59:15Z,TRUE,21,2,1,23
4947,Create camera docs,suelynnmah,closed,2022-06-17T09:10:49Z,2022-09-01T14:58:45Z,TRUE,1,0,1,1
4946,chore: Set permissions for GitHub actions,neilnaveen,closed,2022-06-17T01:11:05Z,2022-06-27T15:20:57Z,TRUE,3,0,1,3
4945,"FF: Set default sample rate for microphone to 48kHz, atexit for threads",mdcutone,closed,2022-06-16T22:42:03Z,2022-06-17T08:35:53Z,TRUE,11,1,2,12
4944,created camera documentation,suelynnmah,closed,2022-06-16T20:41:38Z,2022-06-17T08:36:51Z,TRUE,53,7,2,60
4943,BF: Skip modern init code for MovieStim if using a legacy backend,TEParsons,closed,2022-06-16T18:36:24Z,2022-06-17T08:47:51Z,TRUE,8,6,2,14
4942,FF: `Camera` and `MovieStim` fixes,mdcutone,closed,2022-06-16T18:14:56Z,2022-06-17T08:48:25Z,TRUE,160,160,7,320
4941,ENH: Add color params to Form JS boilerplate,TEParsons,closed,2022-06-16T16:21:02Z,2022-06-17T10:33:02Z,FALSE,3,0,1,3
4940,BF: Mark Static as STARTED manually,TEParsons,closed,2022-06-16T15:07:15Z,2022-06-16T15:07:58Z,TRUE,1,0,1,1
4939,BF: Fixes to Serial component,TEParsons,closed,2022-06-16T15:03:17Z,2022-06-16T15:07:14Z,TRUE,8,14,1,22
4938,BF: Fix saving for Camera component and update demo,TEParsons,closed,2022-06-16T12:30:01Z,2022-06-16T13:24:33Z,TRUE,7,7,3,14
4937,BF: Fixes to MovieStim boilerplate,TEParsons,closed,2022-06-16T12:14:06Z,2022-06-16T12:27:06Z,TRUE,71,2,1,73
4936,packaging default.mp4 demo movie,peircej,closed,2022-06-16T11:37:36Z,2022-06-16T11:39:10Z,TRUE,3,2,3,5
4935,BF in Py-JS transpiler: f string formatting now uses toFixed instead of toPrecision,apitiot,closed,2022-06-16T11:26:09Z,2022-06-16T12:22:57Z,TRUE,1,1,1,2
4934,BF: Alias None and Default with 0 for Camera device,TEParsons,closed,2022-06-16T10:49:57Z,2022-06-16T11:38:53Z,TRUE,11,2,3,13
4933,BF: non-slip timing applied to all Component times rather than the Routine endpoint,peircej,closed,2022-06-16T10:41:23Z,2022-06-16T11:24:30Z,TRUE,25,17,3,42
4932,FF: `MovieStim` fixes and performance improvements,mdcutone,closed,2022-06-15T21:38:34Z,2022-06-16T09:05:37Z,TRUE,270,183,3,453
4931,"BF: Hide mouse on request, but disable option when windowed",TEParsons,closed,2022-06-15T16:53:11Z,2022-06-16T10:42:55Z,TRUE,23,4,2,27
4930,startValue added to boilerplate for slider;,lightest,closed,2022-06-15T15:52:26Z,2022-06-15T16:56:40Z,TRUE,1,0,1,1
4929,BF: Specify data type when setting status/keywords on Pavlovia project,TEParsons,closed,2022-06-15T15:41:21Z,2022-06-16T09:04:43Z,TRUE,8,6,1,14
4928,"BF: At routine end, make sure that camera is stopped",TEParsons,closed,2022-06-15T13:57:24Z,2022-06-15T15:06:05Z,TRUE,7,0,1,7
4927,BF: Encode data for users when using Serial component,TEParsons,closed,2022-06-15T13:55:23Z,2022-06-15T15:05:44Z,TRUE,11,9,1,20
4926,DOCS: Cleanup psychopy > online index,RebeccaHirst,closed,2022-06-15T13:08:54Z,2022-06-15T13:09:11Z,TRUE,17,10,2,27
4925,BF: Fixes to Camera required for boilerplate,TEParsons,closed,2022-06-15T12:34:00Z,2022-06-15T13:34:06Z,TRUE,5,1,2,6
4924,BF: mouse on retina display was not scaling correctly (again),peircej,closed,2022-06-15T11:49:10Z,2022-06-15T12:31:03Z,TRUE,1,1,1,2
4923,BF: Fix serial port boilerplate,TEParsons,closed,2022-06-15T10:41:12Z,2022-06-15T11:47:59Z,TRUE,11,1,1,12
4922,BF: ensure we get (correct) timestamps at end of Routine,peircej,closed,2022-06-14T19:49:58Z,2022-06-15T12:30:41Z,TRUE,49,18,2,67
4921,FF: Fixed `MovieStim` stalling on `stop()` when `status != FINISHED`,mdcutone,closed,2022-06-14T18:52:43Z,2022-06-15T09:13:48Z,TRUE,143,91,4,234
4920,NF: Added `systemtools` with `systemProfilerMacOS`,mdcutone,closed,2022-06-14T16:25:39Z,2022-06-15T11:52:56Z,TRUE,117,0,1,117
4919,BF: State visibility explicitly when sending query to Pavlovia API,TEParsons,closed,2022-06-14T15:08:00Z,2022-06-14T15:43:31Z,TRUE,4,0,1,4
4918,fixed consent form template from crashing by changing name of mouse a…,suelynnmah,closed,2022-06-14T15:06:15Z,2022-06-14T15:44:11Z,TRUE,5,5,1,10
4917,BF: Compare Camera frameRate and frameSize as np.array,TEParsons,closed,2022-06-14T14:17:55Z,2022-06-15T09:14:35Z,TRUE,3,2,1,5
4916,BF: Builder JS boilerplate now honors the loop.isTrials setting,peircej,closed,2022-06-14T12:32:01Z,2022-06-14T13:26:28Z,TRUE,58,44,2,102
4915,BF: Show asterisk on Code component if EITHER code has contents,TEParsons,closed,2022-06-14T09:29:01Z,2022-06-14T15:42:24Z,TRUE,108,7,2,115
4914,Docs merge flow fixes,peircej,closed,2022-06-14T08:37:25Z,2022-06-14T08:38:08Z,TRUE,0,0,0,0
4913,DOCS: fixing merge conflict with dev in the flow.rst,peircej,closed,2022-06-14T08:28:12Z,2022-06-14T08:38:10Z,TRUE,5,5,1,10
4912,BF: Fixed transformation of mouse coordinates on Retina displays,mdcutone,closed,2022-06-13T23:38:57Z,2022-06-15T11:52:44Z,FALSE,9,6,2,15
4910,BF: Errors in functions to find projects,TEParsons,closed,2022-06-13T15:16:16Z,2022-06-13T15:59:03Z,TRUE,6,2,2,8
4909,"ENH: Alias device ""Default"" for 0 in Camera",TEParsons,closed,2022-06-13T14:50:56Z,2022-06-13T15:59:26Z,TRUE,4,1,2,5
4908,BF: Paste component at end of routine rather than index -1,TEParsons,closed,2022-06-13T14:50:40Z,2022-06-13T16:00:25Z,TRUE,5,2,1,7
4907,ENH: Add switch user button for Pavlovia,TEParsons,closed,2022-06-13T12:24:06Z,2022-06-13T15:59:43Z,TRUE,39,2,1,41
4906,BF: orphaned early routines,peircej,closed,2022-06-13T10:41:10Z,2022-06-13T11:33:02Z,TRUE,16,7,8,23
4905,BF: Normalise field size before refreshing dot stim vertices,TEParsons,closed,2022-06-13T10:24:33Z,2022-06-13T13:17:06Z,TRUE,121,3,2,124
4904,Packaging/merging work for 2022.2,peircej,closed,2022-06-13T09:34:26Z,2022-06-13T10:41:29Z,TRUE,6,3,4,9
4903,NF: ImageStim support for the Camera class,mdcutone,closed,2022-06-13T06:20:31Z,2022-06-13T09:32:57Z,TRUE,103,39,5,142
4901,"removed wx, qt, tables and pyo",JasperVanDenBosch,closed,2022-06-11T13:18:04Z,2022-06-11T13:18:28Z,FALSE,122,161,4,283
4898,BF: Only open and close serial port at start and end of experiment,TEParsons,closed,2022-06-10T14:39:00Z,2022-06-13T09:33:24Z,TRUE,5,8,1,13
4897,BF: Fixes to serial port component,TEParsons,closed,2022-06-10T09:55:30Z,2022-06-10T12:38:29Z,TRUE,8,5,1,13
4895,BF: update current loop to include loops that ended in JS,peircej,closed,2022-06-09T16:31:34Z,2022-06-10T12:38:46Z,TRUE,8633,27,48,8660
4894,DOCS: Removed underscore from fmri,kimDundas,closed,2022-06-09T14:31:00Z,2022-06-09T14:32:08Z,TRUE,1,1,1,2
4892,ENH updated Py-JS transpiler: f string formatting uses PsychoJS util.pad,apitiot,closed,2022-06-09T07:56:07Z,2022-06-09T14:03:43Z,TRUE,3,17,1,20
4891,ENH updated transpiler: f string formatting now uses the new PsychoJS util.pad,apitiot,closed,2022-06-09T07:25:59Z,2022-06-09T07:38:00Z,FALSE,3,17,1,20
4890,NF: MovieStim and Camera improvements,mdcutone,closed,2022-06-08T17:45:34Z,2022-06-10T14:33:40Z,TRUE,9800,405,53,10205
4889,BF: when working out psychojs version ignore additional suffixes,peircej,closed,2022-06-08T15:51:37Z,2022-06-08T15:51:44Z,TRUE,1,1,1,2
4888,ENH: Alias default.mp4 in MovieStim,TEParsons,closed,2022-06-08T15:48:47Z,2022-06-09T14:57:58Z,TRUE,6,4,2,10
4887,Fixed missing images in parallel port docs,kimDundas,closed,2022-06-08T15:00:03Z,2022-06-08T15:46:47Z,TRUE,4,3,2,7
4886,BF: handle eyelink recording when calibration called,isolver,closed,2022-06-08T14:05:37Z,2022-06-08T14:59:00Z,TRUE,5,0,1,5
4885,Hardware docs added ,kimDundas,closed,2022-06-08T13:44:12Z,2022-06-08T13:59:52Z,TRUE,596,2,38,598
4884,languageStyle added to TextStim and TextBox components boilerplates,lightest,closed,2022-06-08T13:42:33Z,2022-06-10T10:16:14Z,TRUE,3,0,2,3
4883,Display the eyelink setup options menu after calibration.,isolver,closed,2022-06-08T13:20:10Z,2022-06-08T14:59:43Z,TRUE,4,2,1,6
4882,BF: Give serial a starting status,TEParsons,closed,2022-06-08T13:18:10Z,2022-06-08T15:06:32Z,TRUE,1,0,1,1
4881,"BF: If not logged in when getting project, attempt login",TEParsons,closed,2022-06-08T12:38:58Z,2022-06-08T15:06:46Z,TRUE,15,0,1,15
4880,NF: Add Builder demo for Camera component,TEParsons,closed,2022-06-08T10:55:47Z,2022-06-08T15:07:33Z,TRUE,224,0,3,224
4879,ENH: New Pavlovia globe icons and debug button in Builder,TEParsons,closed,2022-06-07T13:40:21Z,2022-06-08T10:21:25Z,TRUE,20,0,214,20
4878,Packaging 2022.2,peircej,closed,2022-06-06T16:44:28Z,2022-06-08T08:29:43Z,TRUE,371,317,11,688
4877,ENH: Add mic param to Camera component,TEParsons,closed,2022-06-06T15:55:40Z,2022-06-08T12:02:01Z,TRUE,21,8,1,29
4876,DOCS: add mic transcription video to docs,RebeccaHirst,closed,2022-06-06T13:50:01Z,2022-06-06T13:50:09Z,TRUE,5,0,1,5
4875,TEST: Add test mixin for checking depth values in script,TEParsons,closed,2022-06-06T12:09:16Z,2022-06-06T16:04:50Z,TRUE,99,1,2,100
4873,BF: iohub now uses screen index 0 if provided index does not exist,isolver,closed,2022-06-02T15:06:41Z,2022-06-06T14:50:49Z,TRUE,7,1,1,8
4871,Feature phidgets,maqadri,closed,2022-06-01T15:45:14Z,2022-12-21T14:58:18Z,FALSE,1128,30,10,1158
4870,ENH: Default value for participant to be code which generates random 6-digit number,TEParsons,closed,2022-06-01T14:36:00Z,2022-06-06T14:55:53Z,TRUE,1,1,1,2
4869,BF: expInfo dict mistook function calls as list as they contain a comma,TEParsons,closed,2022-06-01T10:04:48Z,2022-06-06T14:50:18Z,TRUE,53,3,2,56
5054,DOCS: Updated fNIRS link,kimDundas,closed,2022-07-29T14:01:55Z,2022-08-08T10:09:55Z,FALSE,2509,778,68,3287
5053,NF: Add Settings param to control PsychoJS thank you message,TEParsons,closed,2022-07-27T13:50:56Z,2022-09-08T14:52:49Z,TRUE,7,3,2,10
5052,ENH: Use standard wx StdDialogButtonSizer for message dialogs ,TEParsons,closed,2022-07-27T12:36:41Z,2022-08-08T10:01:17Z,TRUE,6,38,1,44
5051,ENH/RF: Handle start/stop time of None within start/stop tests,TEParsons,closed,2022-07-27T12:08:50Z,2022-09-01T14:21:51Z,TRUE,238,65,4,303
5050,DOCS: Updated fNIRS link in hardware index,kimDundas,closed,2022-07-27T11:17:59Z,2022-08-04T15:49:19Z,TRUE,1,1,1,2
5049,BF: Only write stop test code for Microphone if there is a stop time/condition (fixes #4758),TEParsons,closed,2022-07-27T10:50:53Z,2022-08-04T15:48:20Z,TRUE,9,8,1,17
5048,BF: Setting autodraw on Brush should set autodraw on constituent shapes,TEParsons,closed,2022-07-27T09:33:38Z,2022-08-17T11:52:49Z,TRUE,10,0,1,10
5047,NF: Scrollable textbox,TEParsons,closed,2022-07-26T16:08:38Z,2022-09-05T14:15:15Z,TRUE,87,5,3,92
5046,BF: Fixes to Arabic reshaping,TEParsons,closed,2022-07-26T16:06:13Z,2022-08-04T14:28:04Z,TRUE,3,3,1,6
5045,"BF: Alias ""square"" with ""rect"" and ""rectangle"" for Aperture shape",TEParsons,closed,2022-07-26T13:57:52Z,2022-09-01T13:53:55Z,FALSE,1,1,1,2
5044,BF: Only set textbox line spacing if we have a glFont,TEParsons,closed,2022-07-26T11:14:20Z,2022-09-08T14:50:49Z,TRUE,4,2,1,6
5043,ENH: Translations: Updated Chinese simplified language,shun2wang,closed,2022-07-26T04:50:49Z,2022-09-09T14:09:55Z,TRUE,330,311,2,641
5042,NF: Light-weight tools for getting peripheral information,mdcutone,closed,2022-07-25T21:06:44Z,2022-09-14T09:17:32Z,TRUE,722,2,2,724
5041,BF: Refresh HoverButton on setting theme,TEParsons,closed,2022-07-25T09:56:27Z,2022-07-25T10:05:34Z,TRUE,2,1,1,3
5040,SYS: Merge release into dev,TEParsons,closed,2022-07-25T09:30:35Z,2022-07-25T09:53:39Z,TRUE,41,15,7,56
5038,"RF: import linebreak only for ""aux14""",alexander-pastukhov,closed,2022-07-22T17:02:23Z,2022-07-25T09:52:02Z,TRUE,2,2,1,4
5037,TESTS: more complete fetching of xcb libs for ubuntu GitHub VMs,peircej,closed,2022-07-22T15:30:23Z,2022-07-25T09:56:45Z,TRUE,2,2,1,4
5036,ENH: Add dollar signs to start/stop ctrl,TEParsons,closed,2022-07-22T15:03:57Z,2022-07-25T09:53:17Z,TRUE,9,5,1,14
5035,ENH: Cache colors on render,TEParsons,closed,2022-07-22T14:54:54Z,2022-09-01T14:29:51Z,TRUE,40,13,1,53
5034,ENH: Allow animated project avatars in Builder,TEParsons,closed,2022-07-22T13:19:12Z,2022-07-22T14:53:37Z,TRUE,68,23,2,91
5033,BF: Initialise arabic reshaper with params to preserve harakats,TEParsons,closed,2022-07-22T11:31:34Z,2022-07-22T14:22:27Z,TRUE,7,2,1,9
5032,ENH: Fix granularity as 1 for radio slider,TEParsons,closed,2022-07-22T09:16:04Z,2022-07-22T14:25:00Z,TRUE,17,1,2,18
5031,BF: Enable Coder save button via EnableTool rather than Enable,TEParsons,closed,2022-07-22T08:52:11Z,2022-07-22T14:26:37Z,TRUE,19,7,1,26
5030,Merge release into dev,peircej,closed,2022-07-21T15:54:34Z,2022-07-22T14:26:55Z,TRUE,1452,1017,20,2469
5029,BF: Dark mode was missing goto button,TEParsons,closed,2022-07-21T15:53:02Z,2022-07-22T14:28:12Z,TRUE,2,2,3,4
5028,ENH: Use up to date logos for Coder icons,TEParsons,closed,2022-07-21T10:18:27Z,2022-07-22T14:27:52Z,TRUE,4,3,19,7
5027,ENH: Improve `Color.render` performance for the case when contrast is 1,lkeegan,closed,2022-07-21T08:47:52Z,2022-07-21T15:37:53Z,TRUE,2,0,1,2
5026,BF: Use wx.Button for buttons in Flow as platebtn is buggy,TEParsons,closed,2022-07-20T11:42:56Z,2022-07-22T14:29:16Z,TRUE,102,112,3,214
5025,ENH: Give designer control over when keypresses register,TEParsons,closed,2022-07-20T09:55:42Z,2022-10-14T12:34:37Z,TRUE,20,5,1,25
5024,Hotfix linebreak class,alexander-pastukhov,closed,2022-07-20T09:31:17Z,2022-07-22T16:50:10Z,FALSE,333251,1,2,333252
