PR Number,Title,Author,State,Created At,Closed At,Merged,Additions,Deletions,Changed Files,Total Lines Changed
5023,FF: Warn when trying to change sample rate with `pyo` backend,mdcutone,closed,2022-07-19T20:06:53Z,2022-07-25T09:45:04Z,TRUE,10,1,1,11
5022,NF: Add a drop down control,TEParsons,closed,2022-07-19T15:35:56Z,2022-09-01T15:03:31Z,TRUE,199,1,3,200
5021,FF: Explicit type conversion to `int` for wxPython calls for Python 3.10+ compatibility,mdcutone,closed,2022-07-18T19:48:53Z,2022-07-22T14:55:32Z,TRUE,162,78,1,240
5020,"NF: Add CheckBoxStim, will allow bool ctrls in Form",TEParsons,closed,2022-07-18T13:42:29Z,2022-09-01T15:00:32Z,TRUE,129,1,2,130
5019,DOCS: update download for 2022.2.2,peircej,closed,2022-07-18T13:05:13Z,2022-07-18T13:05:24Z,TRUE,18,3,3,21
5018,BF: Handle stop time of None for Camera,TEParsons,closed,2022-07-18T12:38:26Z,2022-07-18T14:14:23Z,TRUE,19,7,1,26
5017,BF: pip install error for conda envs,davidmwatson,closed,2022-07-18T09:51:50Z,2022-07-18T14:13:15Z,TRUE,1,1,1,2
5014,BF: setSize was throwing error when size image size uses None,TEParsons,closed,2022-07-14T12:12:52Z,2022-07-22T15:03:15Z,TRUE,11,1,2,12
5013,"NF: Add ""arrow"" to named shapes in ShapeStim",TEParsons,closed,2022-07-14T10:10:47Z,2022-07-22T15:04:49Z,TRUE,15,2,2,17
5012,BF: Fixed word list error for pocketsphinx transcription,mdcutone,closed,2022-07-13T20:51:07Z,2022-07-21T15:31:42Z,TRUE,2,1,1,3
5011,BF: Polygon component JS boilerplate was missing colorSpace,TEParsons,closed,2022-07-13T13:31:58Z,2022-07-22T15:05:07Z,TRUE,4,1,1,5
5010,BF: ROI status wasn't being set to STARTED as intended,TEParsons,closed,2022-07-13T13:18:29Z,2022-07-22T15:05:35Z,TRUE,9,3,1,12
5009,BF: choice labels are not translated,hsogo,closed,2022-07-13T07:16:27Z,2022-07-13T11:49:54Z,TRUE,1207,987,4,2194
5008,RF: Improved `clock.wait()` routine with periodic event dispatching ,mdcutone,closed,2022-07-12T18:36:34Z,2022-07-13T11:50:28Z,TRUE,60,29,1,89
5007,NF: Add FrameAnimation class for animating images,TEParsons,closed,2022-07-12T10:28:25Z,2022-11-04T14:38:02Z,FALSE,307,0,9,307
5006,TEST: Create local-only test for attribute setter vs property/setter,TEParsons,closed,2022-07-12T09:52:00Z,2022-07-25T09:55:16Z,TRUE,227,0,1,227
5005,BF: remove requirement for pocketsphinx - it often fails to install,peircej,closed,2022-07-11T14:24:17Z,2022-07-11T15:15:53Z,TRUE,1,3,2,4
5004,"BF: If routine force ended, reset clock rather than subtracting expected dur",TEParsons,closed,2022-07-11T11:20:35Z,2022-07-11T15:15:39Z,TRUE,16,8,2,24
5003,BF: Routines shouldn't be marked non-slip safe if a component can end routine,TEParsons,closed,2022-07-11T09:17:19Z,2022-07-11T11:20:00Z,FALSE,12,1,1,13
5001,ENH: Add support for user defined iohub calibration target graphic,isolver,closed,2022-07-06T13:31:32Z,2022-07-22T15:06:03Z,TRUE,600,163,14,763
4999,TEST: Test for speed of setting image (enabling frame animations),TEParsons,closed,2022-07-04T10:29:51Z,2022-07-05T11:54:32Z,TRUE,112,1,1,113
4998,TEST: Test that reserved names in code snippets are caught,TEParsons,closed,2022-07-04T10:00:12Z,2022-07-05T11:54:04Z,TRUE,1,0,1,1
4997,BF: Log color attribs on setting,TEParsons,closed,2022-07-04T09:17:29Z,2022-07-11T14:15:40Z,TRUE,7,0,1,7
5100,BF: Stability and bug fixes for `MovieStim`,mdcutone,closed,2022-08-26T20:30:05Z,2022-09-09T14:26:15Z,TRUE,157,236,3,393
5099,BF: Code translation was redefining experiment-level variables ,TEParsons,closed,2022-08-26T14:40:20Z,2022-09-09T14:24:38Z,TRUE,139,11,4,150
5098,TEST: Update circle test artefacts,TEParsons,closed,2022-08-26T11:20:13Z,2022-08-26T14:07:30Z,TRUE,0,0,20,0
5096,ENH: Add help button to standalone routines,TEParsons,closed,2022-08-24T13:13:27Z,2022-10-14T12:36:45Z,TRUE,15,2,4,17
5095,NF: Panorama component,TEParsons,closed,2022-08-23T15:15:58Z,2022-09-09T14:22:46Z,TRUE,688,3,13,691
5094,NF: Helper tools for animating stimuli,TEParsons,closed,2022-08-23T12:56:59Z,2022-09-09T14:25:16Z,FALSE,0,0,0,0
5093,BF: default for mic should be transcription=False,peircej,closed,2022-08-18T10:27:20Z,2022-08-18T11:36:36Z,TRUE,1,1,1,2
5092,BF: Param validator wasn't getting updates correctly,TEParsons,closed,2022-08-18T10:01:51Z,2022-08-18T12:47:18Z,TRUE,5,3,2,8
5090,BF: Text validation was 1 character behind due to wx EVT_CHAR,TEParsons,closed,2022-08-17T10:34:39Z,2022-08-17T11:46:39Z,TRUE,1,1,1,2
5089,Merge release to dev,peircej,closed,2022-08-16T08:48:52Z,2022-08-18T10:32:29Z,TRUE,46,18,23,64
5087,FF: Fixed package version for wxPython on Darwin,mdcutone,closed,2022-08-15T15:22:48Z,2022-08-16T11:09:18Z,TRUE,3,1,1,4
5085,"BF: If JS has syntax error, return expression unchanged",TEParsons,closed,2022-08-15T11:26:36Z,2022-08-17T11:51:13Z,TRUE,1,1,1,2
5084,TEST: Apply test suite fixes in Dev to Release,TEParsons,closed,2022-08-15T09:26:47Z,2022-08-15T15:16:37Z,TRUE,0,0,20,0
5083,"ENH: Allow timestamps to include timezone (if requested), fixes #5075",TEParsons,closed,2022-08-12T13:38:40Z,2022-09-08T14:42:46Z,TRUE,4,1,1,5
5082,BF: Code translation was redefining experiment-level variables,TEParsons,closed,2022-08-12T11:39:30Z,2022-08-26T14:40:05Z,FALSE,166,15,11,181
5081,NF: Panorama component,TEParsons,closed,2022-08-12T08:01:42Z,2022-09-01T14:23:29Z,FALSE,246,3,12,249
5080,BF: Fix allowedLabels ,TEParsons,closed,2022-08-12T07:53:14Z,2022-08-17T11:52:00Z,TRUE,1,1,1,2
5079,BF: Fixed test suite stalling on single instance error,mdcutone,closed,2022-08-11T18:09:54Z,2022-08-12T14:31:09Z,TRUE,9,7,1,16
5078,TextBox2 Color Support,ollie-d,closed,2022-08-11T18:04:01Z,2022-10-14T12:35:29Z,TRUE,175,48,4,223
5077,FF: Added requirement for `attrdict`,mdcutone,closed,2022-08-11T17:11:24Z,2022-08-11T20:31:35Z,FALSE,1,0,1,1
5076,FF: `MovieStim` playback and cleanup bugs ,mdcutone,closed,2022-08-09T17:52:22Z,2022-08-12T14:57:00Z,TRUE,135,69,3,204
5074,BF: Update size on image set even if not None,TEParsons,closed,2022-08-09T10:02:16Z,2022-08-18T12:52:27Z,TRUE,3,12,2,15
5073,NF: Background image attribute for Window,TEParsons,closed,2022-08-09T09:52:20Z,2022-08-12T15:06:18Z,TRUE,194,3,18,197
5072,BF: Fix crash in Builder/Runner when using Camera within an experiment,mdcutone,closed,2022-08-08T17:27:58Z,2022-08-12T14:57:14Z,TRUE,3,2,2,5
5071,BF: Enable Pavlovia buttons again if sync errors,TEParsons,closed,2022-08-08T13:37:17Z,2022-08-10T10:54:25Z,TRUE,10,3,2,13
5070,BF: Handle when value in DictCtrl has a syntax error,TEParsons,closed,2022-08-08T10:38:34Z,2022-08-08T14:21:47Z,TRUE,3,1,1,4
5069,ENH: Rework FileListCtrl to give more control over values,TEParsons,closed,2022-08-08T10:21:22Z,2022-12-21T18:55:21Z,FALSE,430,69,18,499
5068,Fixed MacOS blocking mic access on Standalone bundle,peircej,closed,2022-08-08T09:32:00Z,2022-08-08T14:23:15Z,TRUE,26,5,6,31
5067,"BF: When slider is categorical, snap to nearest tick",TEParsons,closed,2022-08-04T15:42:18Z,2022-08-08T10:08:42Z,TRUE,36,11,2,47
5066,BF: Fix test suite,TEParsons,closed,2022-08-04T14:25:20Z,2022-08-09T11:01:37Z,TRUE,19,13,27,32
5065,ENH: Spaces on Flow buttons no longer needed,TEParsons,closed,2022-08-04T13:48:38Z,2022-08-04T14:18:47Z,TRUE,3,3,2,6
5064,TEST: Update TestTarget artefacts to reflect changes made in #5001,TEParsons,closed,2022-08-04T11:19:51Z,2022-08-04T14:15:47Z,TRUE,0,0,20,0
5063,"ENH: When drawing a circle, work out how many edges are needed for a smooth circle",TEParsons,closed,2022-08-04T11:17:45Z,2022-08-08T14:22:25Z,TRUE,37,3,3,40
5062,RF: Replace file browser toolbar with a panel and context tools,TEParsons,closed,2022-08-03T12:20:49Z,2022-08-08T14:27:11Z,TRUE,74,81,14,155
5061,ENH: Don't supply a granularity argument if Slider is radio (JS and Py),TEParsons,closed,2022-08-03T12:18:21Z,2022-08-04T14:29:05Z,TRUE,34,17,1,51
5060,BF: Text and file list controls need to grow with dialog,TEParsons,closed,2022-08-02T16:00:27Z,2022-08-04T14:25:45Z,TRUE,3,0,1,3
5059,ENH: Adds support for user defined target graphics in GazePoint and Tobii calibration. ,isolver,closed,2022-08-02T14:41:49Z,2022-08-09T15:30:45Z,TRUE,405,1259,18,1664
5058,"ENH: Alias units ""from exp settings"" for ""win.units"" at the base level",TEParsons,closed,2022-08-02T12:30:55Z,2022-08-08T14:29:57Z,TRUE,9,1,1,10
5057,BF: include ~/Library/Fonts for font searching in TextBox2,peircej,closed,2022-08-02T10:58:36Z,2022-08-04T14:16:16Z,TRUE,1,0,1,1
5056,NF: Add params to Mouse to check for correct answer,TEParsons,closed,2022-08-01T15:47:20Z,2022-09-09T14:51:57Z,TRUE,126,17,3,143
5055,BF: Only write ROI stop code if has a stop value,TEParsons,closed,2022-08-01T09:50:40Z,2022-08-04T14:17:38Z,TRUE,7,6,1,13
5157,updated shelf counterbalancing docs,suelynnmah,closed,2022-09-29T12:53:26Z,2022-11-09T14:08:48Z,TRUE,15,4,4,19
5156,BF: Only write ROI stop code if has a stop value,TEParsons,closed,2022-09-29T12:38:56Z,2022-09-29T16:45:07Z,TRUE,7,6,1,13
5155,BF/TEST: Ensure panorama works as docs describe,TEParsons,closed,2022-09-29T12:07:57Z,2022-09-29T20:56:57Z,TRUE,58,13,14,71
5154,DOCS: Update cedrusResponseBox.rst,RebeccaHirst,closed,2022-09-28T13:34:32Z,2022-11-03T14:34:05Z,TRUE,45,2,1,47
5153,"BF: Make sure depth is supplied, used and functions as intended",TEParsons,closed,2022-09-28T12:19:18Z,2022-12-22T10:34:14Z,TRUE,136,33,15,169
5152,BF: CodeCtrl wasn't getting and setting its value correctly,TEParsons,closed,2022-09-27T15:41:47Z,2022-12-08T14:49:29Z,TRUE,22,1,2,23
5151,"BF: Alias Slider ""choice"" style as Radio in JS for now",TEParsons,closed,2022-09-27T15:29:23Z,2022-12-21T15:47:39Z,TRUE,2,1,1,3
5150,BF: Label for background fit param was wrong,TEParsons,closed,2022-09-27T09:53:06Z,2022-09-27T10:57:21Z,TRUE,1,1,1,2
5148,PKG: version 2022.3.0dev6,peircej,closed,2022-09-26T10:00:40Z,2022-12-08T14:45:13Z,TRUE,2,2,2,4
5147,NF: Pavlvoia Survey component,TEParsons,closed,2022-09-23T14:07:10Z,2022-11-30T14:14:30Z,TRUE,821,26,23,847
5146,ENH: Add new ParamCtrl for multiline code (as in ButtonStim callback),TEParsons,closed,2022-09-22T10:04:27Z,2022-09-22T14:52:30Z,TRUE,37,5,2,42
5145,"ENH: Add ""toggle"" function to MovieStim",TEParsons,closed,2022-09-22T09:16:25Z,2022-11-14T09:57:55Z,TRUE,16,0,1,16
5144,RF/BF: Button stim was unindenting without indenting under certain conditons,TEParsons,closed,2022-09-21T13:58:26Z,2022-11-21T12:40:40Z,FALSE,81,62,2,143
5143,updated shelf counterbalancing record documentation,suelynnmah,closed,2022-09-21T11:43:04Z,2022-09-22T12:54:53Z,FALSE,8,4,2,12
5142,BF: Fix `Window.resetViewport()` method ,mdcutone,closed,2022-09-21T00:09:02Z,2022-09-21T17:28:51Z,TRUE,32,1,2,33
5140,BF: Fix init val placeholder for Panorama component,TEParsons,closed,2022-09-20T09:32:22Z,2022-09-23T14:22:22Z,TRUE,32,19,4,51
5139,Tests multichannel asio,peircej,closed,2022-09-16T15:00:17Z,2022-09-22T14:21:31Z,TRUE,8,15,4,23
5138,"Anchor property boilerplate code for image, movie, grating and polygon stims",lightest,closed,2022-09-16T14:58:30Z,2022-09-26T13:41:31Z,TRUE,6,0,4,6
5137,BF: Add Panorama to experiment schema,TEParsons,closed,2022-09-16T13:36:25Z,2022-09-22T14:12:34Z,TRUE,1,0,1,1
5136,BF: Allow Slider to accept values each repeat,TEParsons,closed,2022-09-16T12:19:19Z,2022-12-21T20:49:02Z,TRUE,16,4,2,20
5134,Panorama component documentation and builder demo,suelynnmah,closed,2022-09-15T14:55:23Z,2022-09-26T10:01:04Z,TRUE,163,0,3,163
5133,ENH: Helper function to get components and standalone routines,TEParsons,closed,2022-09-15T11:12:09Z,2022-10-27T13:31:58Z,TRUE,10,0,1,10
5131,PKG: updated conda environment yml to use Py3.8,peircej,closed,2022-09-15T08:56:49Z,2022-09-15T08:57:28Z,TRUE,1,1,1,2
5130,Release,peircej,closed,2022-09-14T09:35:26Z,2022-09-22T14:46:27Z,TRUE,1,0,1,1
5129,NF: Markdown editor,TEParsons,closed,2022-09-13T15:16:10Z,2022-10-14T12:53:04Z,TRUE,380,28,32,408
5128,"NF: Add ""placeholder"" text to TextBox",TEParsons,closed,2022-09-13T11:10:11Z,2022-10-31T10:21:32Z,TRUE,90,17,3,107
5127,DOCS: docs/download was failing to identify macOS correctly,peircej,closed,2022-09-13T10:56:21Z,2022-09-13T11:54:37Z,TRUE,1,1,1,2
5126,DOCS: download page incorrect macOS version labels,peircej,closed,2022-09-12T15:09:30Z,2022-09-12T15:10:00Z,TRUE,3,4,1,7
5125,BF: Allow no FBO in window settings,TEParsons,closed,2022-09-12T14:31:16Z,2022-09-13T11:55:30Z,TRUE,5,2,1,7
5124,BF: Mistakes in textbox palette attributes,TEParsons,closed,2022-09-12T10:46:27Z,2022-09-12T14:28:52Z,TRUE,10,22,1,32
5123,TEST: Decrease sensitivity on test comparisons for testCircle,TEParsons,closed,2022-09-09T15:15:02Z,2022-09-13T12:27:47Z,TRUE,1,1,1,2
5122,Docs: add Shun Wang to translators,peircej,closed,2022-09-09T14:48:57Z,2022-09-13T12:19:34Z,TRUE,2,1,1,3
5121,BF: Make `Microphone.stop()` idempotent,mdcutone,closed,2022-09-09T14:28:44Z,2022-09-13T12:23:30Z,TRUE,44,17,1,61
5120,BF: Make `Microphone.stop()` idempotent,mdcutone,closed,2022-09-09T14:17:20Z,2022-09-09T14:21:33Z,FALSE,40,13,1,53
5119,TEST: Missed commented line in textbox tests,TEParsons,closed,2022-09-09T13:26:10Z,2022-09-09T14:18:43Z,TRUE,2,2,1,4
5118,BF: Handle when Pavlovia avatar is too big,TEParsons,closed,2022-09-09T12:13:59Z,2022-09-09T14:18:08Z,TRUE,50,19,6,69
5117,"BF: Handle when we have a user object but it has no username, fixes #5108",TEParsons,closed,2022-09-09T11:30:02Z,2022-09-09T14:08:01Z,TRUE,1,1,1,2
5116,DOC: Update changelog,TEParsons,closed,2022-09-08T15:53:30Z,2022-09-09T14:08:29Z,TRUE,2,0,1,2
5115,precise value setter for sound;,lightest,closed,2022-09-08T14:45:10Z,2022-09-22T09:04:55Z,TRUE,1,7,1,8
5114,Dev merge release,peircej,closed,2022-09-08T14:32:57Z,2022-10-14T12:43:15Z,TRUE,109,83,9,192
5113,ENH: Split words longer than entire line in textbox,TEParsons,closed,2022-09-08T12:14:15Z,2022-10-14T12:41:48Z,TRUE,73,3,22,76
5112,BF: Fix stall when running test suite due to multiple instantiations of the app,mdcutone,closed,2022-09-07T22:34:14Z,2022-09-08T14:29:43Z,TRUE,75,75,1,150
5111,BF: Get Pavlovia session via Builder and Coder on access so it's always the current session,TEParsons,closed,2022-09-07T16:17:57Z,2022-09-08T14:33:41Z,TRUE,15,3,3,18
5110,BF: Refresh project object to get info when known project is found,TEParsons,closed,2022-09-07T15:09:44Z,2022-09-08T14:44:16Z,TRUE,1,0,1,1
5109,BF: Wrong syntax when checking frame duration in pavlovia avatar,TEParsons,closed,2022-09-06T11:43:22Z,2022-09-08T14:33:49Z,TRUE,1,1,1,2
5107,ENH: Add ALT+... tags to menu items,TEParsons,closed,2022-09-05T14:39:34Z,2022-09-08T14:45:06Z,TRUE,25,24,5,49
5105,DOC: Update changelog,TEParsons,closed,2022-09-01T15:50:24Z,2022-09-02T15:10:31Z,TRUE,17,0,1,17
5104,BF: Handle `ImportError` too for pocketsphinx,mdcutone,closed,2022-09-01T14:44:31Z,2022-09-08T14:36:03Z,TRUE,1,1,1,2
5103,"NF: Add ""targets"" param to Aperture for hiding only some components",TEParsons,closed,2022-09-01T13:48:26Z,2022-09-01T14:38:39Z,FALSE,83,49,4,132
5102,BF: Fix to animated project avatars,TEParsons,closed,2022-09-01T11:19:50Z,2022-09-01T14:44:28Z,TRUE,2,1,1,3
5188,BF: Triangle slider marker wasn't rotated correctly,TEParsons,closed,2022-10-28T12:53:12Z,2022-11-16T21:04:57Z,TRUE,43,9,6,52
5187,ENH: Panorama should be in beta,TEParsons,closed,2022-10-28T08:28:29Z,2022-10-31T15:15:04Z,TRUE,1,0,1,1
5186,BF: Default shape colors by class,TEParsons,closed,2022-10-27T15:10:10Z,2022-12-22T10:34:35Z,TRUE,72,42,6,114
5185,ENH: better loading of UAX14 linebreak table,peircej,closed,2022-10-27T14:10:32Z,2022-11-03T14:22:23Z,TRUE,3626,333248,3,336874
5184,ENH: Enhancements to plugins dialog,TEParsons,closed,2022-10-27T13:30:11Z,2022-11-03T14:32:09Z,TRUE,815,335,5,1150
5183,ENH: Make Runner panels resizable,TEParsons,closed,2022-10-27T11:06:08Z,2022-11-03T14:31:06Z,TRUE,149,113,2,262
5181,NF: Add param so that Sound components can play over multiple routines,TEParsons,closed,2022-10-26T12:16:42Z,2022-12-21T14:49:21Z,FALSE,45,15,4,60
5180,BF: Add __init__.py to pupil_labs,isolver,closed,2022-10-25T14:01:03Z,2022-10-27T13:26:33Z,TRUE,4,0,1,4
5179,RF/BF: Always substitute PsychoJS names,TEParsons,closed,2022-10-24T09:01:39Z,2022-12-08T14:19:27Z,TRUE,18,23,2,41
5178,RF: Refactor `psychopy.hardware.camera` subpackage,mdcutone,closed,2022-10-20T23:06:48Z,2022-12-08T14:46:23Z,FALSE,926,837,4,1763
5177,BF: Fixed `pause` being undone by `draw()` command in `MovieStim`,mdcutone,closed,2022-10-17T16:18:38Z,2022-10-26T13:24:15Z,TRUE,2,2,1,4
5176,ENH: Style filter dlg in dark mode,TEParsons,closed,2022-10-14T09:32:18Z,2022-12-16T10:16:49Z,TRUE,4,0,1,4
5175,ENH: Allow icons to have theme explicitly requested,TEParsons,closed,2022-10-14T09:11:37Z,2022-10-14T13:19:28Z,TRUE,46,36,6,82
5174,BF: Fix size change on setting `tex` attribute for `GratingStim`,mdcutone,closed,2022-10-13T20:40:44Z,2022-12-21T14:59:06Z,TRUE,171,70,2,241
5173,"BF: Load fonts on access, not on module def",TEParsons,closed,2022-10-13T15:51:49Z,2022-10-27T13:37:38Z,TRUE,62,35,1,97
5172,TEST: Add test that params settable each frame/repeat have associated setter methods,TEParsons,closed,2022-10-13T12:30:52Z,2023-01-06T11:11:30Z,TRUE,74,10,6,84
5171,BF: Fix order of dataFileName and addInfoFromUrl (#4831),shabkr,closed,2022-10-12T18:39:07Z,2022-10-14T13:47:13Z,TRUE,5,1,1,6
5170,"BF: Create one serial object per device, not per component",TEParsons,closed,2022-10-12T14:19:54Z,2022-12-19T11:56:43Z,FALSE,39,16,1,55
5167,FF: Remove redundant calls to `_createTexture` during `GratingStim` init,mdcutone,closed,2022-10-11T16:15:08Z,2022-10-15T15:50:55Z,FALSE,4,2,1,6
5166,BF: Added addTime() to class CountdownTimer,Catyre,closed,2022-10-11T00:35:47Z,2022-10-14T14:04:10Z,TRUE,15,2,1,17
5165,NF: Plugin/Packages dialog,TEParsons,closed,2022-10-10T14:16:55Z,2022-10-14T13:19:26Z,TRUE,1341,40,37,1381
5163,"BF: If multiple components use the same mic, only setup device once",TEParsons,closed,2022-10-06T14:09:57Z,2022-10-12T13:18:44Z,TRUE,229,30,5,259
5162,ENH: Tool to make a valid variable name from a string,TEParsons,closed,2022-10-06T12:54:25Z,2022-10-12T13:18:47Z,TRUE,140,1,2,141
5161,BF: Non-string values weren't correctly linked to labels in ChoiceCtrl,TEParsons,closed,2022-10-06T12:52:34Z,2022-10-12T13:18:47Z,TRUE,12,3,2,15
5158,NF: Preliminary work on plugin system,mdcutone,closed,2022-10-02T16:26:34Z,2022-10-27T13:31:56Z,TRUE,400,176,6,576
5230,images for shelf docs,suelynnmah,closed,2022-11-25T10:57:17Z,2022-11-25T12:10:49Z,TRUE,2,2,3,4
5229,BF: Reset aperture before drawing Form,TEParsons,closed,2022-11-25T10:19:29Z,2022-12-08T14:23:39Z,TRUE,2,2,1,4
5228,BF: Cache frame rate after first get,TEParsons,closed,2022-11-25T10:17:17Z,2022-12-08T14:31:26Z,FALSE,1,0,1,1
5227,BF: Fixed audio backends piling up audio when `play()` is called multiple times,mdcutone,closed,2022-11-24T23:49:04Z,2022-11-30T14:19:02Z,TRUE,149,89,6,238
5226,BF: Add questplus back into list of loop types,TEParsons,closed,2022-11-24T15:32:02Z,2022-11-30T14:19:03Z,TRUE,1,1,1,2
5224,NF: Param/attribute to give a textbox a tail (like a speech bubble),TEParsons,closed,2022-11-23T11:32:08Z,2022-12-08T14:34:11Z,TRUE,129,2,5,131
5223,RF: Add stub for GLFW,mdcutone,closed,2022-11-23T00:11:39Z,2022-11-30T14:16:10Z,TRUE,30,3,2,33
5221,BF: Cherrypick changes from dev to fix pavlovia syncing,TEParsons,closed,2022-11-21T14:51:22Z,2022-11-30T14:13:46Z,TRUE,127,67,2,194
5220,RF: Fix indentation and logic on Button boilerplate,TEParsons,closed,2022-11-21T13:32:01Z,2022-12-08T14:39:06Z,TRUE,73,74,1,147
5219,BF: Don't show readme frame if there is no readme file,TEParsons,closed,2022-11-21T11:48:16Z,2022-12-08T14:44:43Z,TRUE,6,1,1,7
5218,RF: Remove window type from prefs and add it to experiment settings,TEParsons,closed,2022-11-21T11:37:12Z,2023-01-05T13:09:50Z,TRUE,40,16,11,56
5214,BF: Add default.??? to resources,TEParsons,closed,2022-11-18T13:59:22Z,2022-12-21T21:11:41Z,TRUE,106,27,12,133
5213,BF: Cleanup and improvements to plugin/packages dlg,TEParsons,closed,2022-11-16T11:14:17Z,2022-11-16T14:30:07Z,TRUE,112,21,5,133
5211,FF: Moved `activatePlugins()` to be called earlier in Builder output scripts,mdcutone,closed,2022-11-14T17:27:36Z,2022-11-14T18:31:06Z,TRUE,1,3,2,4
5210,BF: Register when routine is force ended even if frame loop never starts,TEParsons,closed,2022-11-14T15:24:39Z,2022-11-16T14:09:37Z,TRUE,7,1,1,8
5209,ENH: Alias some setter functions in TextBox2,TEParsons,closed,2022-11-14T13:35:57Z,2022-11-16T14:10:46Z,TRUE,25,1,1,26
5208,"ENH: If no JS file for local debug, make one",TEParsons,closed,2022-11-14T11:24:37Z,2022-11-16T14:11:20Z,TRUE,5,4,1,9
5207,RF: Create `psychopy.hardware.photometer` sub-package,mdcutone,closed,2022-11-11T21:50:41Z,2022-11-30T18:09:36Z,TRUE,1610,7477,18,9087
5206,BF: Allow projects to sync from purely local information,TEParsons,closed,2022-11-10T17:06:29Z,2022-11-16T14:14:49Z,TRUE,139,82,2,221
5205,DOCS: fixed link to Builder docs on ticker tape,peircej,closed,2022-11-10T15:27:29Z,2022-11-16T14:56:04Z,TRUE,1,1,1,2
5204,BF/ENH: Cleanup plugins/packages ui and fix on Mac,TEParsons,closed,2022-11-09T16:36:42Z,2022-11-09T21:33:46Z,TRUE,58,74,9,132
5203,Fix builder-defined gaze confidence not being applied to Pupil Labs eye tracking,papr,closed,2022-11-09T15:36:21Z,2022-11-14T09:42:34Z,TRUE,1,1,1,2
5202,BF: Use namespace/name id rather than numeric for knownProjects,TEParsons,closed,2022-11-09T11:29:17Z,2022-11-10T15:27:52Z,TRUE,2,2,1,4
5201,ENH: Window icons with variable proportions,TEParsons,closed,2022-11-08T15:04:32Z,2022-11-16T14:46:34Z,TRUE,0,0,3,0
5200,"NF/RF: Allow subprocesses to load plugins, support for `winType` plugins, remove GLFW",mdcutone,closed,2022-11-07T22:26:29Z,2022-11-09T14:07:58Z,TRUE,96,937,8,1033
5199,BUGFIX: Add imports back to into crs/shaders.py,schofiaj,closed,2022-11-07T17:15:05Z,2022-11-07T18:26:11Z,TRUE,3,0,1,3
5198,TEST: Fixed tests for UI,mdcutone,closed,2022-11-04T17:02:54Z,2022-11-04T18:02:57Z,TRUE,40,28,6,68
5197,FF: Pin pyglet to version 1.5.27,mdcutone,closed,2022-11-04T15:27:56Z,2022-11-04T15:28:03Z,TRUE,2,2,1,4
5196,BF: Call new button.reset method at routine start,TEParsons,closed,2022-11-04T13:59:11Z,2022-11-14T09:49:49Z,TRUE,26,5,2,31
5195,ENH: Handle when component comes from unrecognised plugin,TEParsons,closed,2022-11-04T10:43:53Z,2022-11-16T21:04:01Z,TRUE,118,2,13,120
5194,linked to pavlovia surveys doc and launch video,suelynnmah,closed,2022-11-03T16:57:10Z,2022-11-03T16:58:52Z,TRUE,2,0,1,2
5193,FF: Fixed single instance checking on Windows,mdcutone,closed,2022-11-03T15:30:43Z,2022-11-04T14:05:32Z,TRUE,6,76,1,82
5192,BF: Ensure the app always has an attribute for Builder,TEParsons,closed,2022-11-03T13:35:56Z,2022-11-16T14:43:58Z,TRUE,1,0,1,1
5191,ENH: Add alert for when column in conditions file clashes with namespace,TEParsons,closed,2022-11-02T12:36:40Z,2022-11-16T14:55:48Z,TRUE,60,0,4,60
5190,BF: Take note if routine starts with button pressed,TEParsons,closed,2022-11-02T08:51:38Z,2022-11-03T14:21:46Z,TRUE,17,1,2,18
